date,title,content,heart,interest,view,price,temperature,seller,sold,image,region,url
09/05/2026,포켓몬30주년띠부씰중복팔아요,"포켓몬 30주년 기념 띠부씰
멍파치 미개봉2 1000원
울트라네크로즈마 미개봉 1000원

알로라꼬마돌 300원
모래성이당 300원
브리무움 300원

일괄 2500원

제가 없는거와 교환도 가능합니다",1,1,76,2500,41.9,네건,판매완료,1,경남 양산시 물금읍,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%A4%91%EB%B3%B5-%ED%8C%94%EC%95%84%EC%9A%94-f1po4zp8dtkf/
29/05/2026,포켓몬30주년띠부씰마기라스미개봉,"미개봉입니다!


🍀직거래&배송 모두 가능⭕
   (배송 시 배송비는 추가 지불, 선입금 후 배송
    cu 반값/일반택배, gs 반값/일반 택배 가능)

🍀자세한 문의는 채팅으로💬
     (개인사정으로 채팅이 조금 늦을 수도 있다는 점 양해부탁드립니다🙇‍♀️)",0,0,13,3000,73.5,바니당근,판매중,1,경기 양주시 옥정동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%A7%88%EA%B8%B0%EB%9D%BC%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89-ottnemvcco33/
06/05/2026,파이리포켓몬30주년띠부씰,"포켓몬 30주년 기념 띠부씰입니다 파이리
소장 가치가 높은 특별한 띠부씰입니다
반택도 받습니다",0,2,51,3000,36.5,사람,판매중,1,인천 동구 송림2동,https://www.daangn.com/kr/buy-sell/%ED%8C%8C%EC%9D%B4%EB%A6%AC-%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-ygc9g93fxer2/
30/05/2026,포켓몬30주년띠부씰푸린,"포켓몬 30주년 기념 띠부띠부씰이에요
사진 속 귀여운 포켓몬들을 만나보세요
소장 가치가 높은 특별한 띠부씰이랍니다
추억의 포켓몬 띠부씰을 모으고 싶으신 분들께 추천드려요
서재 직거래 편의점택배 가능합니다",0,0,8,3000,90.8,당근사수,판매중,1,대구 달성군 다사읍,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%91%B8%EB%A6%B0-ghfbs7hzohnz/
15/05/2026,포켓몬30주년띠부씰피죤고라파덕,"방금 개봉만한 30주년 띠부씰개당 3천원 
일괄 5천원에 판매합니다 ",0,0,26,3000,41.7,벱벱,판매중,1,경기 고양시 일산동구 식사동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%94%BC%EC%A3%A4-%EA%B3%A0%EB%9D%BC%ED%8C%8C%EB%8D%95-43h7y1rkbaak/
24/05/2026,포켓몬30주년띠부씰캥카,미개봉입니다,0,0,4,3000,41.7,벱벱,판매중,1,경기 고양시 일산동구 식사동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%BA%A5%EC%B9%B4-esjhxuutagv7/
20/05/2026,포켓몬30주년띠부씰파이어미개봉,팝니당,2,0,19,3000,41.7,벱벱,판매완료,1,경기 고양시 일산동구 식사동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%8C%8C%EC%9D%B4%EC%96%B4-%EB%AF%B8%EA%B0%9C%EB%B4%89-vffu9ip35qwh/
31/05/2026,포켓몬30주년띠부씰이브이미개봉,"포켓몬 30주년 띠부씰 이브이 미개봉 상품입니다
직접 가지러 오셔야해요~ 
우편함 거래도 가능합니당",0,0,19,3000,40.1,당버근니,판매중,1,대구 달서구 송현동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%9D%B4%EB%B8%8C%EC%9D%B4-%EB%AF%B8%EA%B0%9C%EB%B4%89-4itmvpnc7hc1/
02/06/2026,포켓몬30주년띠부씰리자드미개봉아트웍,"포켓몬 30주년 기념 띠부씰 리자드 아트웍 미개봉입니다
직접 가지러 오셔야해요",1,0,20,3000,40.1,당버근니,판매중,2,대구 달서구 송현동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%A6%AC%EC%9E%90%EB%93%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%ED%8A%B8%EC%9B%8D-2cfz9qgjdyev/
29/05/2026,포켓몬30주년띠부씰라이츄,"포켓몬 30주년 기념 띠부씰이에요
사진 속 띠부씰을 확인해주세요
소장 가치가 높은 특별한 띠부씰을 만나보세요",0,0,19,3000,38.1,맙잠,판매중,1,울산 북구 천곡동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%9D%BC%EC%9D%B4%EC%B8%84-1acmuped7orr/
